Age,Years_of_Experience,Education_Level,Job_Role,City_Tier,Salary
49,23.6,High School,Mid,Tier 1,763756.0
55,31.3,Bachelor,Lead,Tier 1,2080136.0
29,7.5,Bachelor,Mid,Tier 3,1416642.0
28,5.6,Bachelor,Junior,Tier 3,601994.0
44,21.5,High School,Mid,Tier 1,532341.0
41,18.7,Master,Manager,Tier 1,2754047.0
26,4.4,Bachelor,Mid,Tier 3,1416627.0
23,0.0,High School,Mid,Tier 2,1168788.0
37,16.4,Bachelor,Lead,Tier 2,2110370.0
23,2.3,Bachelor,Lead,Tier 1,2082157.0
33,11.8,Bachelor,Junior,Tier 2,585465.0
44,23.1,High School,Mid,Tier 2,1241587.0
21,0.0,Bachelor,Senior,Tier 2,986861.0
36,18.0,High School,Manager,Tier 1,1862690.0
44,21.8,Bachelor,Mid,Tier 2,859062.0
23,0.4,High School,Junior,Tier 3,619163.0
26,2.5,High School,Manager,Tier 3,2010159.0
32,7.9,High School,Junior,Tier 2,180000.0
31,6.5,Bachelor,Junior,Tier 2,1059040.0
50,26.2,High School,Manager,Tier 1,1913766.0
18,0.0,Bachelor,Mid,Tier 2,618214.0
49,27.7,Bachelor,Manager,Tier 1,2527590.0
59,37.1,High School,Junior,Tier 3,349754.0
38,14.5,High School,Junior,Tier 2,441439.0
50,29.8,Bachelor,Mid,Tier 1,846604.0
51,30.5,Bachelor,Mid,Tier 2,728418.0
22,0.0,Bachelor,Junior,Tier 3,496705.0
54,30.7,High School,Junior,Tier 1,898758.0
37,16.1,High School,Mid,Tier 3,660852.0
31,9.4,Bachelor,Mid,Tier 2,832787.0
67,42.1,Bachelor,Manager,Tier 1,2158845.0
21,0.0,Bachelor,Manager,Tier 1,2065570.0
30,8.5,High School,Mid,Tier 2,442655.0
32,8.2,Bachelor,Senior,Tier 2,1023133.0
36,14.4,Bachelor,Mid,Tier 2,852830.0
33,8.1,Bachelor,Mid,Tier 2,541742.0
37,17.7,High School,Mid,Tier 1,613821.0
29,9.5,Master,Lead,Tier 1,2246218.0
26,3.5,Bachelor,Mid,Tier 2,990442.0
51,29.7,High School,Lead,Tier 1,1227866.0
39,12.2,High School,Junior,Tier 2,385399.0
18,0.0,High School,Junior,Tier 3,602512.0
52,29.4,High School,Junior,Tier 2,329401.0
31,6.9,Bachelor,Junior,Tier 1,678965.0
45,24.4,Bachelor,Manager,Tier 2,2716619.0
38,20.0,Bachelor,Junior,Tier 2,523479.0
21,0.0,Bachelor,Mid,Tier 3,804194.0
33,9.3,High School,Junior,Tier 1,382299.0
39,17.5,Bachelor,Mid,Tier 2,1020938.0
31,12.2,High School,Junior,Tier 2,180000.0
43,18.6,Bachelor,Manager,Tier 1,2631104.0
33,11.5,Bachelor,Manager,Tier 2,2627121.0
49,30.6,High School,Junior,Tier 3,413921.0
41,15.7,High School,Junior,Tier 2,529651.0
55,30.4,Bachelor,Junior,Tier 1,496356.0
52,29.2,Bachelor,Mid,Tier 3,809045.0
42,19.0,Bachelor,Lead,Tier 1,1477776.0
24,3.6,Bachelor,Mid,Tier 2,850617.0
42,20.5,High School,Mid,Tier 1,601538.0
41,15.5,Bachelor,Manager,Tier 1,2688665.0
35,14.0,High School,Junior,Tier 1,385187.0
54,30.8,Master,Manager,Tier 1,2684674.0
24,4.5,High School,Junior,Tier 3,591884.0
57,33.7,Bachelor,Manager,Tier 1,2558538.0
58,34.7,Master,Manager,Tier 1,2742581.0
32,11.1,High School,Junior,Tier 1,297181.0
22,1.5,High School,Mid,Tier 3,648243.0
20,0.0,High School,Junior,Tier 2,342621.0
51,25.6,High School,Lead,Tier 2,1481829.0
26,5.1,High School,Mid,Tier 2,664074.0
33,8.9,High School,Mid,Tier 2,566779.0
19,0.0,High School,Mid,Tier 2,490830.0
50,25.2,High School,Junior,Tier 3,986715.0
32,10.9,High School,Mid,Tier 2,662404.0
51,27.4,Bachelor,Mid,Tier 1,1344494.0
18,0.0,Bachelor,Mid,Tier 1,733157.0
35,14.4,Master,Manager,Tier 1,2692544.0
46,24.5,High School,Mid,Tier 1,891678.0
37,13.8,High School,Mid,Tier 1,583367.0
45,25.9,Bachelor,Mid,Tier 3,1185058.0
63,40.1,High School,Junior,Tier 2,270994.0
53,31.1,High School,Junior,Tier 1,358708.0
24,2.5,High School,Mid,Tier 2,833373.0
43,19.8,Bachelor,Lead,Tier 2,2029552.0
47,25.9,High School,Junior,Tier 1,355024.0
41,17.9,High School,Manager,Tier 1,2001363.0
27,4.2,High School,Junior,Tier 1,510122.0
35,15.7,High School,Manager,Tier 1,2031591.0
19,0.0,Bachelor,Mid,Tier 1,773985.0
47,20.2,Bachelor,Junior,Tier 3,417480.0
25,6.2,Bachelor,Mid,Tier 1,659878.0
59,41.0,Master,Manager,Tier 1,2609089.0
28,5.2,High School,Junior,Tier 2,373124.0
17,0.0,High School,Mid,Tier 3,549041.0
21,0.0,Bachelor,Manager,Tier 1,2001586.0
31,8.4,High School,Mid,Tier 2,633512.0
49,26.6,High School,Junior,Tier 3,321137.0
48,23.8,Master,Lead,Tier 1,2174144.0
60,39.2,PhD,Mid,Tier 2,1041640.0
33,12.0,High School,Mid,Tier 1,596178.0
40,15.0,High School,Mid,Tier 1,643756.0
42,21.4,Bachelor,Mid,Tier 2,606656.0
34,16.0,High School,Mid,Tier 2,654386.0
38,16.3,Bachelor,Mid,Tier 1,799710.0
58,35.3,Bachelor,Manager,Tier 1,2745235.0
20,0.0,Bachelor,Mid,Tier 1,765988.0
52,31.2,Bachelor,Mid,Tier 2,815888.0
22,0.0,Bachelor,Senior,Tier 3,1000120.0
24,2.3,Bachelor,Junior,Tier 1,1203204.0
39,16.2,High School,Junior,Tier 2,537348.0
41,22.7,Master,Manager,Tier 1,2763054.0
56,33.7,High School,Mid,Tier 2,544909.0
21,2.3,High School,Junior,Tier 2,475661.0
29,4.8,High School,Mid,Tier 1,533519.0
45,24.2,Bachelor,Junior,Tier 2,463691.0
44,22.6,Bachelor,Senior,Tier 1,1760661.0
54,30.3,Master,Lead,Tier 3,2155844.0
24,2.4,Bachelor,Mid,Tier 1,896610.0
40,20.4,Bachelor,Manager,Tier 2,2009055.0
43,20.4,Bachelor,Lead,Tier 1,1981706.0
41,15.6,High School,Junior,Tier 2,399426.0
32,10.0,Bachelor,Mid,Tier 2,802252.0
31,7.2,Bachelor,Mid,Tier 1,788438.0
26,3.3,High School,Mid,Tier 3,664670.0
50,27.8,Bachelor,Mid,Tier 2,1283621.0
62,36.6,Bachelor,Manager,Tier 3,2186259.0
24,0.0,High School,Junior,Tier 2,208858.0
58,37.0,Bachelor,Manager,Tier 3,2593797.0
44,21.0,Bachelor,Mid,Tier 3,1354604.0
44,16.9,High School,Junior,Tier 1,316346.0
37,16.6,Bachelor,Mid,Tier 1,1327836.0
65,43.5,High School,Junior,Tier 3,282201.0
33,9.6,High School,Mid,Tier 2,1175021.0
56,31.4,Master,Lead,Tier 1,2285569.0
35,14.7,Master,Manager,Tier 1,2747734.0
33,11.7,Bachelor,Lead,Tier 2,1344524.0
35,17.0,Bachelor,Senior,Tier 1,1006690.0
47,25.8,Bachelor,Manager,Tier 1,2212464.0
35,13.8,High School,Mid,Tier 2,815469.0
56,33.7,Bachelor,Mid,Tier 2,692627.0
29,8.6,Master,Lead,Tier 2,1660994.0
53,32.3,Master,Lead,Tier 1,2212800.0
42,22.5,Bachelor,Mid,Tier 1,904086.0
24,1.0,Bachelor,Senior,Tier 1,1087988.0
33,10.1,High School,Junior,Tier 3,375813.0
42,19.0,High School,Mid,Tier 2,799485.0
38,17.6,Bachelor,Senior,Tier 2,1554144.0
32,13.0,High School,Junior,Tier 2,438305.0
20,0.0,High School,Mid,Tier 1,763929.0
32,9.2,High School,Mid,Tier 2,694939.0
28,6.6,Bachelor,Senior,Tier 1,1558459.0
51,28.5,High School,Mid,Tier 3,1124500.0
41,20.9,High School,Junior,Tier 3,230981.0
37,10.5,Bachelor,Junior,Tier 3,742951.0
23,0.0,High School,Junior,Tier 1,264053.0
40,16.4,High School,Mid,Tier 2,685608.0
47,20.4,High School,Junior,Tier 2,228819.0
46,22.1,High School,Manager,Tier 3,2221851.0
24,0.2,Bachelor,Mid,Tier 2,587652.0
40,17.6,High School,Junior,Tier 2,405103.0
30,10.2,High School,Junior,Tier 3,575447.0
41,18.5,Master,Lead,Tier 1,2133631.0
37,12.9,Bachelor,Mid,Tier 2,1425153.0
49,26.9,High School,Mid,Tier 2,566180.0
41,21.1,Bachelor,Manager,Tier 1,2711583.0
52,28.0,Bachelor,Manager,Tier 1,2179692.0
23,0.0,Bachelor,Mid,Tier 3,713596.0
34,13.1,High School,Mid,Tier 2,779629.0
25,2.6,Bachelor,Manager,Tier 1,2692291.0
44,23.3,High School,Mid,Tier 3,1441316.0
31,9.0,High School,Lead,Tier 2,1200166.0
53,32.4,Bachelor,Mid,Tier 1,672951.0
62,37.9,High School,Manager,Tier 1,1887128.0
35,13.0,Bachelor,Manager,Tier 1,1926982.0
30,7.6,Bachelor,Lead,Tier 2,1561106.0
48,23.6,High School,Mid,Tier 2,1190899.0
36,10.9,Bachelor,Lead,Tier 2,1912465.0
32,11.4,High School,Junior,Tier 2,301265.0
22,0.0,Bachelor,Junior,Tier 2,445604.0
19,0.0,High School,Lead,Tier 3,1410839.0
26,3.8,High School,Mid,Tier 3,654861.0
56,36.3,Bachelor,Manager,Tier 3,2634092.0
45,18.4,High School,Junior,Tier 3,356164.0
23,0.0,Bachelor,Mid,Tier 2,721352.0
31,7.2,High School,Junior,Tier 1,613734.0
30,10.9,High School,Mid,Tier 1,571932.0
42,20.6,High School,Junior,Tier 2,502906.0
27,6.5,Master,Lead,Tier 1,1590483.0
37,12.7,Bachelor,Manager,Tier 1,2866900.0
31,6.8,High School,Junior,Tier 2,283697.0
33,11.9,Bachelor,Lead,Tier 1,1546844.0
64,42.1,High School,Junior,Tier 3,308873.0
32,11.1,High School,Junior,Tier 3,665596.0
37,14.6,Bachelor,Mid,Tier 3,833682.0
25,3.6,High School,Mid,Tier 2,395545.0
49,27.3,High School,Mid,Tier 3,488224.0
36,15.6,Bachelor,Lead,Tier 1,2132218.0
67,46.6,Bachelor,Junior,Tier 2,628935.0
54,28.8,High School,Junior,Tier 3,1069975.0
45,18.5,PhD,Lead,Tier 3,2418790.0
30,10.0,Bachelor,Mid,Tier 3,711729.0
39,19.4,High School,Senior,Tier 3,1030410.0
57,33.0,High School,Junior,Tier 1,296301.0
57,31.3,High School,Junior,Tier 3,406412.0
23,1.2,High School,Junior,Tier 1,325583.0
49,28.9,High School,Junior,Tier 3,316010.0
46,27.6,Bachelor,Lead,Tier 1,1994920.0
41,20.0,Bachelor,Senior,Tier 2,966268.0
44,21.3,Bachelor,Senior,Tier 3,1123466.0
25,1.2,Bachelor,Junior,Tier 1,372868.0
34,12.0,Bachelor,Mid,Tier 1,1409222.0
24,1.4,Bachelor,Mid,Tier 3,673888.0
32,8.0,Bachelor,Manager,Tier 1,2061147.0
27,9.0,High School,Senior,Tier 1,1494979.0
67,48.6,High School,Junior,Tier 2,340093.0
36,16.3,High School,Mid,Tier 1,745575.0
40,16.2,Bachelor,Manager,Tier 2,2017494.0
24,3.7,High School,Mid,Tier 3,684420.0
46,25.3,Bachelor,Mid,Tier 1,1435966.0
44,22.9,High School,Mid,Tier 2,567290.0
23,3.5,Bachelor,Mid,Tier 3,1199053.0
46,25.3,Master,Lead,Tier 1,1569143.0
31,10.5,Bachelor,Senior,Tier 3,1203456.0
21,0.3,Bachelor,Senior,Tier 1,1109106.0
61,39.7,High School,Mid,Tier 3,1216663.0
71,45.4,High School,Junior,Tier 1,331957.0
42,20.2,Bachelor,Manager,Tier 1,2857819.0
21,0.0,Bachelor,Junior,Tier 2,445827.0
21,0.0,High School,Junior,Tier 1,416765.0
28,9.4,Bachelor,Lead,Tier 2,1540217.0
27,8.5,Bachelor,Lead,Tier 2,1293315.0
32,12.7,Bachelor,Junior,Tier 1,458982.0
47,25.5,High School,Junior,Tier 1,345095.0
22,2.7,Bachelor,Manager,Tier 1,2153429.0
56,34.0,High School,Senior,Tier 3,847459.0
20,0.0,High School,Junior,Tier 3,227657.0
30,5.8,Bachelor,Mid,Tier 2,566126.0
22,0.8,Bachelor,Junior,Tier 2,457960.0
28,6.1,Bachelor,Mid,Tier 2,1178687.0
50,25.4,Master,Manager,Tier 1,2914737.0
66,43.9,High School,Junior,Tier 3,496941.0
38,15.8,Bachelor,Junior,Tier 1,559847.0
62,43.6,High School,Manager,Tier 2,1868426.0
36,15.8,Master,Senior,Tier 1,1888992.0
47,25.0,High School,Mid,Tier 2,684022.0
25,3.5,High School,Senior,Tier 2,781598.0
26,4.1,Bachelor,Mid,Tier 1,648178.0
37,14.6,High School,Junior,Tier 3,484785.0
70,45.8,High School,Mid,Tier 2,632467.0
52,29.7,High School,Mid,Tier 2,672988.0
70,46.5,High School,Manager,Tier 2,1792729.0
19,0.0,High School,Senior,Tier 3,809801.0
23,2.0,High School,Mid,Tier 3,655667.0
37,15.8,Bachelor,Lead,Tier 3,1968165.0
37,11.4,High School,Mid,Tier 2,417607.0
45,22.8,Bachelor,Lead,Tier 1,1369983.0
29,9.0,Bachelor,Manager,Tier 1,2640383.0
56,36.1,Bachelor,Manager,Tier 2,2254162.0
50,30.1,Master,Senior,Tier 2,1099386.0
20,0.0,High School,Mid,Tier 2,592598.0
26,2.3,Bachelor,Mid,Tier 1,995151.0
41,16.8,Master,Lead,Tier 1,2098791.0
21,0.0,High School,Junior,Tier 3,479259.0
48,26.8,High School,Mid,Tier 2,529683.0
22,2.6,Bachelor,Junior,Tier 3,598203.0
37,17.2,Bachelor,Junior,Tier 2,830157.0
47,24.7,Bachelor,Mid,Tier 2,1444986.0
61,36.5,Bachelor,Mid,Tier 1,768223.0
47,24.4,Master,Lead,Tier 1,2085865.0
37,15.4,High School,Mid,Tier 2,578950.0
46,23.6,Bachelor,Mid,Tier 1,682157.0
42,18.8,High School,Mid,Tier 2,437933.0
41,19.5,High School,Mid,Tier 2,344530.0
33,10.0,High School,Junior,Tier 2,300344.0
24,0.7,Bachelor,Lead,Tier 1,1446214.0
27,5.6,Bachelor,Senior,Tier 2,1184318.0
40,17.2,Bachelor,Manager,Tier 1,1961417.0
56,34.5,High School,Junior,Tier 2,422994.0
35,13.5,PhD,Lead,Tier 1,1618357.0
24,0.0,Bachelor,Mid,Tier 2,653952.0
73,50.0,Bachelor,Lead,Tier 1,1156320.0
36,16.9,Bachelor,Mid,Tier 1,1033095.0
31,6.7,Bachelor,Mid,Tier 3,1388759.0
36,9.8,High School,Junior,Tier 3,419969.0
37,11.3,High School,Mid,Tier 3,1264226.0
26,4.1,Bachelor,Lead,Tier 1,1776383.0
20,0.0,High School,Senior,Tier 2,847767.0
58,35.8,Bachelor,Lead,Tier 1,1932307.0
45,25.4,Bachelor,Lead,Tier 3,2290022.0
31,3.7,Bachelor,Senior,Tier 2,902294.0
44,22.8,Master,Lead,Tier 1,2385775.0
19,0.1,Bachelor,Lead,Tier 1,1441142.0
54,29.7,High School,Senior,Tier 1,1567002.0
31,8.2,Master,Lead,Tier 2,1427594.0
27,3.5,High School,Mid,Tier 2,911229.0
36,12.2,Bachelor,Mid,Tier 3,1304132.0
47,24.3,Bachelor,Mid,Tier 3,665838.0
35,15.9,Bachelor,Manager,Tier 1,2123305.0
42,23.7,High School,Mid,Tier 3,1145104.0
45,22.3,Bachelor,Manager,Tier 2,2100935.0
70,51.8,High School,Mid,Tier 1,448682.0
27,5.1,High School,Junior,Tier 3,423473.0
36,17.5,High School,Lead,Tier 2,1857620.0
23,0.8,High School,Junior,Tier 2,306002.0
25,3.3,Bachelor,Manager,Tier 1,1952041.0
45,23.7,Bachelor,Mid,Tier 3,1463804.0
24,6.0,High School,Junior,Tier 2,357952.0
90,69.7,Bachelor,Mid,Tier 2,1342934.0
50,26.6,High School,Junior,Tier 3,1057248.0
37,16.9,High School,Mid,Tier 3,1425319.0
31,8.3,Bachelor,Mid,Tier 2,639210.0
17,0.0,High School,Junior,Tier 2,426477.0
26,5.8,Bachelor,Mid,Tier 2,640842.0
41,19.1,PhD,Lead,Tier 2,1804978.0
50,28.6,High School,Manager,Tier 1,2657810.0
45,23.0,High School,Mid,Tier 3,378474.0
54,32.7,Bachelor,Mid,Tier 1,1261755.0
54,32.8,High School,Mid,Tier 1,572241.0
38,12.1,High School,Junior,Tier 1,445675.0
22,1.3,High School,Mid,Tier 2,746370.0
43,19.0,High School,Junior,Tier 1,196326.0
30,5.1,Bachelor,Senior,Tier 3,1819858.0
42,19.9,High School,Mid,Tier 2,662495.0
48,26.2,Bachelor,Junior,Tier 3,1121125.0
56,32.6,Bachelor,Mid,Tier 1,1173716.0
21,0.7,Bachelor,Mid,Tier 1,681308.0
45,20.3,Bachelor,Mid,Tier 3,873023.0
37,14.2,Master,Manager,Tier 2,2803171.0
38,14.8,Bachelor,Lead,Tier 1,1428303.0
34,11.9,Bachelor,Mid,Tier 2,648422.0
29,7.6,High School,Senior,Tier 3,988156.0
24,0.0,High School,Junior,Tier 2,382035.0
35,14.4,Bachelor,Junior,Tier 2,544105.0
39,17.1,High School,Mid,Tier 2,633572.0
73,47.2,High School,Junior,Tier 3,322570.0
57,31.1,Bachelor,Junior,Tier 2,452164.0
35,13.0,Bachelor,Mid,Tier 1,582657.0
60,37.6,High School,Junior,Tier 2,325664.0
54,31.8,High School,Junior,Tier 1,183981.0
53,30.9,Bachelor,Mid,Tier 2,808284.0
23,1.5,Bachelor,Manager,Tier 1,1969884.0
57,36.9,Bachelor,Manager,Tier 2,2614924.0
27,2.8,High School,Mid,Tier 1,607544.0
25,0.7,High School,Manager,Tier 2,1803737.0
38,13.8,High School,Mid,Tier 3,459000.0
48,26.6,Bachelor,Mid,Tier 2,1406619.0
24,4.5,High School,Mid,Tier 2,834181.0
67,44.1,Bachelor,Mid,Tier 2,859216.0
20,0.0,High School,Junior,Tier 3,553584.0
38,12.6,PhD,Lead,Tier 2,2244188.0
54,30.3,High School,Mid,Tier 1,577024.0
20,0.0,Bachelor,Junior,Tier 1,526240.0
57,34.2,High School,Manager,Tier 1,2093911.0
34,12.1,Bachelor,Manager,Tier 1,2166019.0
34,11.4,High School,Mid,Tier 1,593804.0
80,60.1,High School,Junior,Tier 3,180000.0
40,16.6,High School,Junior,Tier 3,260943.0
19,0.0,High School,Junior,Tier 1,475954.0
35,14.0,Bachelor,Senior,Tier 2,1035511.0
21,0.0,High School,Mid,Tier 1,586775.0
59,37.8,High School,Junior,Tier 1,473636.0
53,31.2,Bachelor,Mid,Tier 2,1485817.0
41,18.7,Bachelor,Junior,Tier 3,1056541.0
59,40.2,High School,Mid,Tier 1,693499.0
52,28.8,High School,Junior,Tier 2,593374.0
48,30.0,High School,Junior,Tier 3,571357.0
24,1.5,High School,Junior,Tier 3,336302.0
49,24.4,Master,Mid,Tier 2,1535385.0
19,0.0,High School,Mid,Tier 2,705090.0
50,25.8,High School,Junior,Tier 2,402418.0
39,15.5,Bachelor,Mid,Tier 1,1350097.0
25,3.8,High School,Junior,Tier 1,192345.0
66,45.1,High School,Junior,Tier 3,296191.0
30,6.8,Bachelor,Manager,Tier 1,1966561.0
49,29.0,Master,Manager,Tier 1,2708635.0
40,20.3,Bachelor,Mid,Tier 2,770640.0
38,18.9,High School,Junior,Tier 2,503987.0
25,4.1,High School,Mid,Tier 2,549693.0
51,31.7,High School,Manager,Tier 1,2235556.0
23,0.0,Bachelor,Mid,Tier 1,735795.0
60,37.4,High School,Manager,Tier 2,2573378.0
44,20.3,High School,Mid,Tier 1,1254764.0
53,31.2,Master,Lead,Tier 1,2143463.0
66,42.9,Bachelor,Lead,Tier 2,1905401.0
44,21.7,Bachelor,Junior,Tier 3,656368.0
38,19.8,High School,Junior,Tier 1,1042207.0
30,7.7,Bachelor,Mid,Tier 1,1268252.0
36,14.8,High School,Junior,Tier 3,222858.0
38,15.5,Bachelor,Mid,Tier 1,1376713.0
31,9.2,Bachelor,Manager,Tier 2,1949795.0
26,4.0,High School,Mid,Tier 2,645923.0
23,1.9,Bachelor,Junior,Tier 3,568940.0
58,38.3,Bachelor,Mid,Tier 2,999229.0
44,25.3,Bachelor,Manager,Tier 1,2040652.0
59,37.6,Master,Lead,Tier 1,2440091.0
36,15.2,Bachelor,Manager,Tier 2,2059830.0
42,17.7,Bachelor,Junior,Tier 2,1087969.0
17,0.0,High School,Mid,Tier 1,473342.0
59,38.9,High School,Lead,Tier 1,1194756.0
22,1.7,Bachelor,Junior,Tier 2,601490.0
40,18.4,Bachelor,Mid,Tier 1,772999.0
36,15.8,Bachelor,Lead,Tier 2,1229363.0
49,28.0,High School,Mid,Tier 2,1322420.0
38,18.4,High School,Manager,Tier 1,2077229.0
48,26.6,High School,Mid,Tier 2,378145.0
33,10.3,Bachelor,Mid,Tier 2,880443.0
34,12.7,Bachelor,Manager,Tier 1,2251971.0
41,13.1,Master,Lead,Tier 1,1999473.0
58,36.8,High School,Junior,Tier 3,343929.0
52,22.7,High School,Mid,Tier 2,498054.0
45,19.6,Bachelor,Lead,Tier 1,2177368.0
37,15.9,High School,Junior,Tier 3,350237.0
48,27.0,High School,Junior,Tier 3,345453.0
40,15.7,Bachelor,Mid,Tier 1,1400552.0
29,5.6,Bachelor,Mid,Tier 1,944654.0
33,13.7,Bachelor,Senior,Tier 1,1042603.0
48,25.0,High School,Senior,Tier 2,855512.0
36,18.0,Bachelor,Manager,Tier 1,2015878.0
31,9.0,Bachelor,Junior,Tier 3,628977.0
41,19.8,Bachelor,Mid,Tier 2,605234.0
29,10.2,Bachelor,Lead,Tier 2,1448027.0
20,0.0,Bachelor,Mid,Tier 1,637472.0
53,29.0,Bachelor,Manager,Tier 1,2505640.0
37,14.8,High School,Mid,Tier 1,366639.0
28,5.9,Bachelor,Junior,Tier 1,488201.0
27,2.3,Bachelor,Mid,Tier 1,879447.0
23,0.5,Bachelor,Mid,Tier 2,511994.0
25,1.5,Bachelor,Senior,Tier 2,1739126.0
63,42.8,Bachelor,Lead,Tier 3,1372140.0
65,43.1,Bachelor,Mid,Tier 2,622393.0
77,54.4,High School,Mid,Tier 1,641265.0
32,9.8,High School,Junior,Tier 3,557268.0
40,18.4,High School,Mid,Tier 1,1379759.0
67,46.2,High School,Mid,Tier 3,634044.0
35,11.0,High School,Junior,Tier 1,391566.0
24,0.0,Master,Lead,Tier 2,1646986.0
53,33.2,PhD,Lead,Tier 2,2712235.0
37,14.2,Master,Lead,Tier 1,2164878.0
44,19.2,Bachelor,Senior,Tier 1,1186192.0
17,0.0,High School,Mid,Tier 2,528915.0
47,25.9,Bachelor,Manager,Tier 1,2580325.0
62,36.9,High School,Junior,Tier 3,612268.0
39,17.5,Bachelor,Lead,Tier 1,1480319.0
32,11.5,Bachelor,Lead,Tier 1,1476948.0
25,3.7,Bachelor,Lead,Tier 3,2115634.0
30,9.3,High School,Manager,Tier 1,2430382.0
47,22.2,Master,Manager,Tier 2,2762407.0
40,18.7,High School,Mid,Tier 2,522954.0
38,15.4,High School,Manager,Tier 2,1939861.0
41,18.0,Master,Lead,Tier 1,2243996.0
21,0.7,Bachelor,Mid,Tier 3,677939.0
32,13.0,Bachelor,Lead,Tier 1,2305332.0
54,35.6,High School,Mid,Tier 2,611715.0
31,11.6,High School,Junior,Tier 2,412334.0
42,19.8,Bachelor,Lead,Tier 1,1611219.0
23,1.7,High School,Junior,Tier 3,295009.0
18,0.0,High School,Mid,Tier 1,537495.0
37,15.2,Bachelor,Mid,Tier 3,799261.0
53,31.3,Bachelor,Mid,Tier 2,572922.0
50,29.6,High School,Lead,Tier 2,1337506.0
64,41.9,High School,Mid,Tier 2,1446105.0
55,31.5,Master,Lead,Tier 2,1849478.0
63,40.2,Bachelor,Mid,Tier 2,1457666.0
53,32.3,Bachelor,Mid,Tier 2,899430.0
18,0.0,High School,Mid,Tier 3,659206.0
33,11.7,High School,Mid,Tier 3,548218.0
62,41.3,High School,Junior,Tier 3,597229.0
56,33.3,Master,Lead,Tier 2,2098141.0
58,37.5,Master,Mid,Tier 1,1620715.0
33,11.8,High School,Mid,Tier 3,538897.0
58,33.5,High School,Mid,Tier 2,553623.0
44,24.9,Bachelor,Mid,Tier 1,1429639.0
81,58.0,High School,Junior,Tier 2,644077.0
28,2.7,High School,Mid,Tier 2,771439.0
28,3.9,High School,Mid,Tier 2,640651.0
43,19.0,Bachelor,Mid,Tier 1,1365045.0
51,29.1,High School,Mid,Tier 2,693777.0
23,0.5,Bachelor,Lead,Tier 1,1631820.0
48,25.3,High School,Junior,Tier 2,196233.0
45,24.2,Bachelor,Manager,Tier 2,2646759.0
48,26.7,High School,Mid,Tier 2,518708.0
37,15.6,High School,Junior,Tier 1,373758.0
34,12.8,Master,Mid,Tier 2,1364051.0
63,42.2,Bachelor,Mid,Tier 1,1163272.0
38,11.8,High School,Mid,Tier 2,441690.0
29,6.3,High School,Senior,Tier 1,833579.0
33,6.6,High School,Junior,Tier 1,470385.0
47,25.1,High School,Junior,Tier 2,302332.0
30,8.0,High School,Junior,Tier 3,296115.0
35,15.1,Bachelor,Manager,Tier 1,2097486.0
54,34.4,Bachelor,Mid,Tier 2,1384415.0
26,4.4,Master,Manager,Tier 3,2419262.0
39,16.0,High School,Mid,Tier 1,733162.0
34,13.0,High School,Junior,Tier 1,276892.0
55,31.9,Bachelor,Junior,Tier 3,469532.0
33,11.0,Bachelor,Junior,Tier 2,1293578.0
17,0.0,High School,Junior,Tier 2,293614.0
27,3.9,High School,Junior,Tier 2,361079.0
53,32.6,High School,Junior,Tier 2,796246.0
43,22.4,Bachelor,Mid,Tier 2,593205.0
22,0.0,High School,Manager,Tier 1,2051126.0
52,31.9,Bachelor,Senior,Tier 1,1085063.0
60,39.4,High School,Mid,Tier 2,524519.0
55,33.2,Bachelor,Mid,Tier 3,1328880.0
39,15.5,High School,Senior,Tier 3,1705836.0
29,5.3,Bachelor,Manager,Tier 1,2571182.0
41,17.9,High School,Mid,Tier 2,1271804.0
61,40.1,High School,Mid,Tier 3,704575.0
71,47.1,High School,Mid,Tier 2,773396.0
20,0.0,Bachelor,Junior,Tier 3,447872.0
33,8.5,Bachelor,Lead,Tier 1,1282067.0
52,29.6,High School,Mid,Tier 1,1067559.0
40,18.2,Bachelor,Mid,Tier 2,1437724.0
31,13.0,Master,Lead,Tier 2,1927529.0
42,17.2,Bachelor,Manager,Tier 3,2756895.0
63,43.9,High School,Mid,Tier 2,520860.0
53,31.3,High School,Mid,Tier 2,750039.0
34,12.8,High School,Mid,Tier 1,1143708.0
48,26.2,Bachelor,Mid,Tier 2,650195.0
49,27.9,High School,Junior,Tier 3,360228.0
28,5.7,Bachelor,Lead,Tier 1,1402765.0
44,24.9,Master,Lead,Tier 2,2145772.0
27,4.1,High School,Mid,Tier 1,1346611.0
49,29.3,High School,Junior,Tier 3,338107.0
34,10.7,High School,Junior,Tier 1,209525.0
27,4.9,Bachelor,Mid,Tier 2,820304.0
38,13.9,Bachelor,Mid,Tier 3,635444.0
24,2.9,Bachelor,Manager,Tier 3,1939313.0
29,9.9,Bachelor,Junior,Tier 3,646149.0
39,16.8,High School,Mid,Tier 1,512949.0
50,27.6,Master,Mid,Tier 2,1445658.0
42,17.8,High School,Mid,Tier 2,1208061.0
44,21.5,Master,Manager,Tier 1,2165639.0
58,32.8,High School,Mid,Tier 2,548494.0
25,1.2,Bachelor,Mid,Tier 1,483847.0
23,1.5,Bachelor,Junior,Tier 3,529256.0
20,0.6,Bachelor,Mid,Tier 2,943615.0
46,28.0,Bachelor,Mid,Tier 2,833057.0
21,0.0,High School,Mid,Tier 2,554940.0
63,43.9,High School,Junior,Tier 2,456422.0
38,16.5,Bachelor,Mid,Tier 2,1425283.0
